,Event_id,Event_Name,Event_date,Mag,event_lat,event_long,Depth_km,CDI,No. of responses,Hypocentral distance,Latitude,Longitude,Suspect?,Standard deviation,City,dist_fromKolkata_km,event_id_use
0,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,3.5,6,67,23.3674,88.5165,0,0.285,Krishnanagar,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
1,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,2.9,3,58,23.4586,88.4196,0,0.311,NavadwГ„В«p,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
2,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,4.6,3,31,24.0923,88.2298,0,0.311,Baharampur,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
3,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,3.2,2,85,23.644,87.7353,0,0.32,Bolpur,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
4,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,2.0,1,130,23.4646,87.3427,0,0.33,Durgapur,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
5,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,2.0,1,48,23.9132,88.0316,0,0.33,Kandi,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
6,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,3.1,1,29,23.9117,88.228,0,0.33,Beldanga,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
7,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,2.0,1,69,23.3692,88.3209,0,0.33,NavadwГ„В«p,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
8,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,3.4,1,38,23.6392,88.4216,0,0.33,Muragachha,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
9,,"13 km W of Kar?mpur, India",2020-08-26T02:24:03.662Z,4.0,23.965,88.4834,10.0,2.0,1,78,24.6341,88.2351,0,0.33,Nawabganj,156.4712617,"2020-08-26 | 13 km W of Kar?mpur, India"
10,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.6,321,31,23.8044,90.3991,0,0.09,Dacca,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
11,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,264,34,23.7142,90.4009,0,0.09,Dacca,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
12,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.3,79,30,23.8946,90.3973,0,0.099,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
13,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.2,24,262,22.5555,88.4102,0,0.182,Bidhannagar,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
14,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.9,16,36,23.8929,90.2992,0,0.218,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
15,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.8,15,31,23.7158,90.499,0,0.224,Dacca,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
16,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,15,45,23.5369,90.6002,0,0.224,Narayanganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
17,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.7,13,37,23.6255,90.5007,0,0.236,Narayanganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
18,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,12,36,23.8027,90.3011,0,0.242,Dacca,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
19,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,6.0,9,31,23.8993,90.6917,0,0.262,Narsingdi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
20,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.6,8,27,23.806,90.4972,0,0.269,Gajipur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
21,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.7,8,39,23.7125,90.303,0,0.269,Dacca,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
22,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.9,7,84,23.4545,91.1889,0,0.277,Comilla,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
23,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.2,7,204,24.3595,88.6267,0,0.277,Rajshahi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
24,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.9,6,154,22.8117,89.5816,0,0.285,Khulna,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
25,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,2.9,5,209,22.3764,91.7859,0,0.293,Chattagam,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
26,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,2.4,5,257,22.6458,88.4111,0,0.293,Baranagar,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
27,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.7,4,33,23.9849,90.3955,0,0.302,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
28,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.6,4,33,23.9849,90.3955,0,0.302,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
29,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.5,4,39,23.9832,90.2973,0,0.302,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
30,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,4,28,23.8076,90.5953,0,0.302,Gajipur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
31,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.0,4,108,24.7968,90.3788,0,0.302,Maimansingh,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
32,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.3,4,69,23.4521,90.9932,0,0.302,Comilla,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
33,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,4,156,24.8002,89.4236,0,0.302,Bogora,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
34,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.9,4,84,23.6205,89.7932,0,0.302,FarГ„В«dpГ…В«r,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
35,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.6,4,130,22.7199,90.3228,0,0.302,Barisal,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
36,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.4,4,213,24.3605,88.5281,0,0.302,Rajshahi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
37,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.1,4,271,22.5564,88.313,0,0.302,Haora,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
38,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,3,31,23.9881,90.5919,0,0.311,Narsingdi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
39,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.4,3,54,23.4434,90.4062,0,0.311,Munshiganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
40,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.8,3,99,24.7066,90.3807,0,0.311,Maimansingh,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
41,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.6,2,37,23.6271,90.5985,0,0.32,Narayanganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
42,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,2,47,23.5337,90.4044,0,0.32,Munshiganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
43,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,2,80,23.8167,91.282,0,0.32,Agartala,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
44,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,2,44,23.801,90.203,0,0.32,Dhamrai,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
45,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,2,50,24.0716,90.1971,0,0.32,Mirzapur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
46,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.3,2,122,22.9117,91.0987,0,0.32,Kabirhat,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
47,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.2,2,244,25.7056,89.2424,0,0.32,RangpГ…В«r,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
48,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.2,2,31,23.809,90.6934,0,0.32,Gajipur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
49,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.6,2,217,22.2861,91.7867,0,0.32,Chattagam,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
50,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.6,2,380,26.7087,88.4577,0,0.32,ShilГ„В«guri,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
51,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.4,2,233,25.7892,89.6427,0,0.32,Kurigram,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
52,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.3,2,80,23.907,91.2809,0,0.32,Agartala,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
53,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.3,2,304,21.4744,91.9865,0,0.32,Co'xs Bazar,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
54,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.3,2,280,26.1681,91.6492,0,0.32,North Guwahati,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
55,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.1,2,179,24.9058,91.8613,0,0.32,SilhaГ…ВЈ,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
56,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,3.1,2,265,22.6467,88.3139,0,0.32,Chakpara,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
57,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,2.8,2,247,22.8264,88.413,0,0.32,Bhadreswar,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
58,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,2.0,2,284,26.169,91.7493,0,0.32,North Guwahati,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
59,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,6.1,1,34,23.9896,90.6902,0,0.33,Narsingdi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
60,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.8,1,36,24.0767,90.492,0,0.33,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
61,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.8,1,34,23.9896,90.6902,0,0.33,Narsingdi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
62,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.7,1,46,24.1654,90.3919,0,0.33,Bhaluka,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
63,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.6,1,30,23.9865,90.4937,0,0.33,Г…ВўungГ„В«,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
64,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.5,1,44,23.5353,90.5024,0,0.33,Narayanganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
65,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.5,1,27,23.8978,90.5936,0,0.33,Gajipur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
66,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.4,1,72,23.9962,91.1814,0,0.33,Brahman Bariya,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
67,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,5.3,1,51,23.6314,90.8924,0,0.33,Gajipur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
68,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.9,1,131,22.8214,91.1,0,0.33,Kabirhat,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
69,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.9,1,39,23.9911,90.7883,0,0.33,Roypura,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
70,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,1,138,23.8105,89.2086,0,0.33,Kushtia,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
71,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,1,44,24.1685,90.5885,0,0.33,Gafargaon,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
72,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,1,126,22.989,89.7801,0,0.33,Gopalganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
73,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.8,1,58,24.084,90.9835,0,0.33,Bhairab,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
74,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.6,1,44,23.8912,90.2011,0,0.33,Dhamrai,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
75,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.6,1,43,24.0734,90.2954,0,0.33,Dhamrai,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
76,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.3,1,54,23.9937,90.9849,0,0.33,Bhairab,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
77,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.3,1,96,23.0898,90.901,0,0.33,Ramganj,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
78,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.3,1,161,24.1743,89.018,0,0.33,Ishurdi,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
79,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.3,1,147,25.06,89.977,0,0.33,SherpГ…В«r,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
80,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,71,23.5436,91.0897,0,0.33,Comilla,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
81,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,153,22.9036,89.486,0,0.33,Khulna,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
82,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,252,25.7959,89.2441,0,0.33,RangpГ…В«r,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
83,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,39,23.624,90.4027,0,0.33,Dacca,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
84,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,79,23.5448,91.1877,0,0.33,Comilla,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
85,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,63,24.1743,90.9821,0,0.33,Bajitpur,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
86,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,102,22.9982,90.8049,0,0.33,LakshmГ„В«pГ…В«r,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
87,,"14 km ESE of Tungi, Bangladesh",2025-11-21T04:38:28.942Z,5.4,23.8578,90.5404,27.0,4.1,1,135,22.7165,90.1283,0,0.33,Jhalakati,266.9435608,"2025-11-21 | 14 km ESE of Tungi, Bangladesh"
